Nazwa,Cena,Oferta od,Pokaż oferty z numerem VIN,Ma numer rejestracyjny,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Spalanie Poza Miastem,Spalanie W Mieście,Typ nadwozia,Emisja CO2,Liczba drzwi,Liczba miejsc,Kolor,Rodzaj koloru,Kraj pochodzenia,Data pierwszej rejestracji w historii pojazdu,Numer rejestracyjny pojazdu,Zarejestrowany w Polsce,Tuning,Stan,VIN,Bezwypadkowy,Serwisowany w ASO,Leasing, Pierwszy właściciel (od nowości),Spalanie W Cyklu Mieszanym,Okres gwarancji producenta,lub do (przebieg km),Możliwość finansowania,Faktura VAT,Uszkodzony,VAT marża,Gwarancja dealerska (w cenie),Miesięczna rata,Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Kierownica po prawej (Anglik),Zarejestrowany jako zabytek,Autonomia
BMW Seria 3 320d Advantage,99 900,Firma,Tak,Tak,BMW,Seria 3,320d Advantage,F30/F31 (2012-2020),2019,106 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,,4 l/100km,Kombi,,5,5,Szary,Metalik,Polska,27 luty 2019,WE846VN,Tak,,Używane,Wyświetl VIN,Tak,,Tak,Tak,,,,Tak,Tak,,,3 miesięcy,,,,,,,
BMW Seria 3 320d DPF Touring Edition Exclusive,34 900,Prywatne,Tak,Tak,BMW,Seria 3,320d DPF Touring Edition Exclusive,E90/E91/E92/E93 (2005-2012),2010,288 540 km,1 995 cm3,Diesel,184 KM,Automatyczna,Na tylne koła,4.5 l/100km,"6,90 l/100km",Kombi,142 g/km,5,5,Czarny,Metalik,Holandia,13 maj 2010,5KTB62,,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3,47 000,Prywatne,Tak,,BMW,Seria 3,,F30/F31 (2012-2020),2012,252 000 km,1 995 cm3,Diesel,143 KM,Automatyczna,Na tylne koła,,,Sedan,,5,5,Niebieski,Perłowy,Niemcy,,,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,28 800,Prywatne,Tak,,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2006,186 000 km,1 997 cm3,Benzyna,173 KM,Manualna,,,8 l/100km,Sedan,,4,5,Granatowy,Metalik,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 320d DPF Touring,26 900,Prywatne,Tak,Tak,BMW,Seria 3,320d DPF Touring,E90/E91/E92/E93 (2005-2012),2009,311 000 km,1 995 cm3,Diesel,177 KM,Automatyczna,Na tylne koła,4.8 l/100km,"7,50 l/100km",Kombi,150 g/km,5,5,Srebrny,,Niemcy,09 grudzień 2009,FWA47H3,Tak,,Używane,Wyświetl VIN,,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 320i,16 699,Prywatne,Tak,,BMW,Seria 3,320i,E90/E91/E92/E93 (2005-2012),2008,227 000 km,1 995 cm3,Benzyna,170 KM,Manualna,,,8 l/100km,Sedan,,4,5,Inny kolor,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 320d xDrive M Sport,169 900,Firma,Tak,,BMW,Seria 3,320d xDrive M Sport,G20/G21 (2019-),2019,61 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Sedan,133 g/km,4,5,Biały,,Polska,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3,20 000,Prywatne,Tak,Tak,BMW,Seria 3,,E46 (1998-2007),2005,140 000 km,1 995 cm3,Benzyna,150 KM,Automatyczna,Na tylne koła,4.2 l/100km,"6,60 l/100km",Sedan,119 g/km,4,5,Srebrny,Metalik,Niemcy,,,,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3,23 900,Firma,Tak,,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2006,239 000 km,2 000 cm3,Diesel,163 KM,Manualna,Na przednie koła,,,Kombi,,5,5,Czarny,,,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,,,,,Tak,,,Tak,,,,,,,,
BMW Seria 3 318i,9 900,Prywatne,Tak,,BMW,Seria 3,318i,E46 (1998-2007),2003,289 045 km,1 995 cm3,Benzyna+LPG,143 KM,Manualna,Na tylne koła,,8 l/100km,Kombi,,5,5,Czarny,,Niemcy,05 czerwiec 2003,,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 318d Touring,56 500,Prywatne,Tak,Tak,BMW,Seria 3,318d Touring,F30/F31 (2012-2020),2016,213 000 km,1 995 cm3,Diesel,143 KM,Manualna,Na tylne koła,4.0 l/100km,"5,40 l/100km",Kombi,119 g/km,5,5,Brązowy,Metalik,Belgia,07 lipiec 2016,PK4262R,Tak,,Używane,Wyświetl VIN,,,,Tak,,,,,,,,,,,,,,,
BMW Seria 3 320d xDrive MHEV,159 900,Prywatne,Tak,Tak,BMW,Seria 3,320d xDrive MHEV,G20/G21 (2019-),2021,82 463 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Sedan,,5,5,Czarny,Metalik,Polska,29 wrzesień 2021,WY682CE,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,,,,,,,,,,,,
BMW Seria 3 318d,59 900,Prywatne,Tak,Tak,BMW,Seria 3,318d,F30/F31 (2012-2020),2015,240 000 km,1 995 cm3,Diesel,143 KM,Manualna,Na tylne koła,3.0 l/100km,5 l/100km,Sedan,119 g/km,5,5,Czarny,Metalik,Polska,,,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3,22 000,Prywatne,Tak,Tak,BMW,Seria 3,,E46 (1998-2007),2001,196 000 km,2 979 cm3,Benzyna,231 KM,Automatyczna,Na tylne koła,,,Kabriolet,,2,4,Srebrny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,44 900,Prywatne,Tak,Tak,BMW,Seria 3,,F30/F31 (2012-2020),2013,226 000 km,1 995 cm3,Diesel,184 KM,Automatyczna,Na tylne koła,4.0 l/100km,5 l/100km,Kombi,124 g/km,5,5,Czarny,Metalik,,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,,,,,,,,,,,,
BMW Seria 3 328i Sport-Aut Sport Line,85 000,Prywatne,Tak,,BMW,Seria 3,328i Sport-Aut Sport Line,F30/F31 (2012-2020),2013,165 000 km,1 997 cm3,Benzyna,245 KM,Automatyczna,Na tylne koła,,"8,30 l/100km",Sedan,,4,5,Czarny,Metalik,Niemcy,,,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 330i xDrive M Sport,269 200,Firma,,,BMW,Seria 3,330i xDrive M Sport,G20/G21 (2019-),2023,1 km,1 998 cm3,Benzyna,245 KM,Automatyczna,4x4 (stały),,,Sedan,,4,5,Czarny,Metalik,Polska,,,,,Nowe,,Tak,,,,,,,Tak,Tak,,,24 miesięcy,,,,,,,
BMW Seria 3 320d,17 900,Prywatne,Tak,Tak,BMW,Seria 3,320d,E90/E91/E92/E93 (2005-2012),2008,330 200 km,1 995 cm3,Diesel,177 KM,Manualna,Na tylne koła,4.0 l/100km,6 l/100km,Kombi,130 g/km,5,5,Czarny,Metalik,Niemcy,19 marzec 2008,Pgni414KX,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 M340i xDrive sport,315 000,Prywatne,Tak,Tak,BMW,Seria 3,M340i xDrive sport,G20/G21 (2019-),2021,29 400 km,2 998 cm3,Benzyna,374 KM,Automatyczna,4x4 (stały),,,Sedan,,5,5,Czerwony,Metalik,Polska,24 styczeń 2022,GKS LX66,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,200 000 km,,,,,,,,,,,,
BMW Seria 3 320d xDrive MHEV Luxury Line,166 900,Prywatne,Tak,Tak,BMW,Seria 3,320d xDrive MHEV Luxury Line,G20/G21 (2019-),2021,54 900 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Kombi,,5,5,Błękitny,Metalik,Polska,04 sierpień 2021,DW4NY54,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,4 Sierpnia 2024,,,,,,,,,,,,,
BMW Seria 3,34 900,Prywatne,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2009,235 000 km,1 995 cm3,Diesel,177 KM,Automatyczna,4x4 (stały),,,Kombi,,5,5,Czarny,Metalik,Polska,,,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 320d,71 500,Prywatne,Tak,Tak,BMW,Seria 3,320d,F30/F31 (2012-2020),2017,118 200 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,,5 l/100km,Kombi,,5,5,Czarny,Metalik,,listopad 2017,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 320d DPF Touring Blue Performance Edition Fleet Sport,25 999,Prywatne,Tak,Tak,BMW,Seria 3,320d DPF Touring Blue Performance Edition Fleet Sport,E90/E91/E92/E93 (2005-2012),2008,232 000 km,1 995 cm3,Diesel,177 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Czarny,Metalik,Niemcy,,LRY MM60,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 320d,28 000,Prywatne,Tak,Tak,BMW,Seria 3,320d,E90/E91/E92/E93 (2005-2012),2008,328 000 km,1 995 cm3,Diesel,177 KM,Manualna,Na tylne koła,4.0 l/100km,6 l/100km,Coupe,140 g/km,2,4,Czarny,Metalik,Polska,02 czerwiec 2008,ETMSC40,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 318i,20 000,Prywatne,Tak,Tak,BMW,Seria 3,318i,E90/E91/E92/E93 (2005-2012),2006,292 000 km,1 995 cm3,Benzyna,129 KM,Manualna,Na tylne koła,,10 l/100km,Sedan,,5,5,Niebieski,,Niemcy,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 320d xDrive M Sport,157 999,Prywatne,Tak,Tak,BMW,Seria 3,320d xDrive M Sport,G20/G21 (2019-),2019,99 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),4.0 l/100km,5 l/100km,Kompakt,136 g/km,5,5,Niebieski,Metalik,Polska,27 wrzesień 2019,X-DRIVE,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,,,,,,,,,,,,
BMW Seria 3 320i xDrive M Sport,236 400,Firma,,,BMW,Seria 3,320i xDrive M Sport,G20/G21 (2019-),2023,1 km,1 998 cm3,Benzyna,184 KM,Automatyczna,4x4 (stały),,,Sedan,,4,5,Szary,Metalik,Polska,,,,,Nowe,,Tak,,,,,,,Tak,Tak,,,,,,,,,,
BMW Seria 3 320d Touring xDrive Luxury Line,44 000,Prywatne,Tak,Tak,BMW,Seria 3,320d Touring xDrive Luxury Line,,2013,214 000 km,1 995 cm3,Diesel,184 KM,Automatyczna,4x4 (stały),4.4 l/100km,"6,10 l/100km",Kombi,133 g/km,5,5,Srebrny,Metalik,,15 sierpień 2013,xxxxxxx,,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 320d Touring Efficient Dynamics Edition Luxury Line,81 900,Prywatne,Tak,Tak,BMW,Seria 3,320d Touring Efficient Dynamics Edition Luxury Line,F30/F31 (2012-2020),2017,160 000 km,1 995 cm3,Diesel,163 KM,Automatyczna,Na tylne koła,4.2 l/100km,"5,20 l/100km",Kombi,120 g/km,5,5,Czarny,,,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,,,,,,,,,,,,
BMW Seria 3 323Ci,17 999,Prywatne,Tak,Tak,BMW,Seria 3,323Ci,E46 (1998-2007),1999,279 000 km,2 494 cm3,Benzyna,170 KM,Manualna,Na tylne koła,,,Coupe,,2,5,Niebieski,Metalik,Niemcy,02 wrzesień 1999,TM141,,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 325d M Sport,85 000,Prywatne,Tak,Tak,BMW,Seria 3,325d M Sport,F30/F31 (2012-2020),2016,144 000 km,1 995 cm3,Diesel,224 KM,Automatyczna,Na tylne koła,4.0 l/100km,5 l/100km,Kombi,129 g/km,5,5,Szary,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,42 199,Prywatne,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2010,238 700 km,1 995 cm3,Diesel,183 KM,Automatyczna,4x4 (stały),,,Kombi,,5,5,Szary,Metalik,Niemcy,,,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 318d Luxury Line,89 900,Firma,Tak,Tak,BMW,Seria 3,318d Luxury Line,G20/G21 (2019-),2019,199 999 km,1 995 cm3,Diesel,150 KM,Manualna,Na tylne koła,,,Sedan,,5,5,Czarny,Metalik,Polska,06 listopad 2019,NETTO 73.000zł,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,Tak,Tak,,,12 miesięcy,,,,,,,
BMW Seria 3 320d xDrive MHEV M Sport sport,169 740,Prywatne,Tak,Tak,BMW,Seria 3,320d xDrive MHEV M Sport sport,G20/G21 (2019-),2020,41 824 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Sedan,,4,5,Niebieski,Metalik,Polska,11 grudzień 2020,DW1LH88,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,,,,,,,,,,,,
BMW Seria 3 320d,16 900,Prywatne,Tak,Tak,BMW,Seria 3,320d,E90/E91/E92/E93 (2005-2012),2006,233 383 km,1 995 cm3,Diesel,163 KM,Manualna,Na tylne koła,,8 l/100km,Kombi,,5,5,Szary,Metalik,Niemcy,19 październik 2006,XXXXXXX,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,28 900,Prywatne,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2006,262 000 km,1 995 cm3,Diesel,163 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Szary,Metalik,,13 luty 2006,CB322FT,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 323Ci,11 900,Prywatne,Tak,,BMW,Seria 3,323Ci,,1999,380 000 km,2 494 cm3,Benzyna+LPG,170 KM,Manualna,,,,Coupe,,2,5,Srebrny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 318d Advantage,69 900,Prywatne,Tak,Tak,BMW,Seria 3,318d Advantage,F30/F31 (2012-2020),2016,128 400 km,1 995 cm3,Diesel,150 KM,Manualna,Na tylne koła,,,Kombi,,5,5,Czarny,Metalik,Niemcy,10 listopad 2016,x,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 328i Touring xDrive Sport Line,69 900,Prywatne,Tak,,BMW,Seria 3,328i Touring xDrive Sport Line,F30/F31 (2012-2020),2014,192 400 km,1 997 cm3,Benzyna,245 KM,Automatyczna,4x4 (stały),,9 l/100km,Kombi,,5,5,Szary,,Stany Zjednoczone,,,Tak,,Używane,Wyświetl VIN,,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3,65 000,Prywatne,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2009,213 000 km,2 993 cm3,Diesel,245 KM,Automatyczna,Na tylne koła,,,Sedan,,5,5,Szary,Metalik,Polska,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 330e Sport Line sport,149 900,Prywatne,Tak,Tak,BMW,Seria 3,330e Sport Line sport,G20/G21 (2019-),2021,33 829 km,1 998 cm3,Hybryda,184 KM,Automatyczna,Na tylne koła,,,Sedan,,5,5,Szary,Metalik,Stany Zjednoczone,,,Tak,,Używane,Wyświetl VIN,,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3,31 999,Prywatne,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2007,160 000 km,1 995 cm3,Diesel,163 KM,Automatyczna,Na tylne koła,,,Sedan,,5,5,Czarny,Metalik,Belgia,marzec 2007,KR7XW84,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 320i,33 900,Prywatne,Tak,Tak,BMW,Seria 3,320i,E90/E91/E92/E93 (2005-2012),2006,176 000 km,1 995 cm3,Benzyna,170 KM,Manualna,Na tylne koła,,8 l/100km,Sedan,146 g/km,5,5,Szary,Perłowy,Niemcy,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 320d Modern Line,41 999,Prywatne,Tak,,BMW,Seria 3,320d Modern Line,F30/F31 (2012-2020),2012,240 000 km,1 995 cm3,Diesel,184 KM,Manualna,Na tylne koła,,5 l/100km,Kombi,,5,5,Szary,Metalik,Niemcy,,,,,Używane,Wyświetl VIN,,Tak,,,,,,,,,Tak,,,,,,,,
BMW Seria 3 335d Coupe M Sport Edition,59 800,Prywatne,Tak,Tak,BMW,Seria 3,335d Coupe M Sport Edition,E90/E91/E92/E93 (2005-2012),2007,179 000 km,2 993 cm3,Diesel,286 KM,Automatyczna,Na tylne koła,5.2 l/100km,9 l/100km,Coupe,174 g/km,2,4,Czarny,Perłowy,Niemcy,10 lipiec 2007,DSW2000C,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 318d,24 200,Prywatne,Tak,,BMW,Seria 3,318d,E90/E91/E92/E93 (2005-2012),2009,363 000 km,1 995 cm3,Diesel,143 KM,Manualna,,,5 l/100km,Kombi,,5,5,Szary,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 330i xDrive Sport Line Shadow sport,89 900,Prywatne,Tak,Tak,BMW,Seria 3,330i xDrive Sport Line Shadow sport,F30/F31 (2012-2020),2018,183 484 km,1 998 cm3,Benzyna,252 KM,Automatyczna,4x4 (stały),5.0 l/100km,7 l/100km,Sedan,138 g/km,4,5,Niebieski,Metalik,,12 grudzień 2018,XXXXXXX,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 320d xDrive M Sport sport,178 900,Firma,Tak,Tak,BMW,Seria 3,320d xDrive M Sport sport,G20/G21 (2019-),2021,50 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Sedan,,4,5,Szary,Metalik,Niemcy,08 sierpień 2021,MUMIA CAR,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,,,Tak,Tak,,,24 miesięcy,,,,,,,
BMW Seria 3,17 500,Prywatne,Tak,,BMW,Seria 3,,,2002,250 000 km,2 793 cm3,Benzyna,193 KM,Manualna,Na tylne koła,,,Sedan,,5,,Czarny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 330i Sport Line Shadow,81 900,Prywatne,Tak,Tak,BMW,Seria 3,330i Sport Line Shadow,F30/F31 (2012-2020),2016,138 000 km,1 998 cm3,Benzyna,252 KM,Manualna,Na tylne koła,5.0 l/100km,7 l/100km,Sedan,143 g/km,4,5,Niebieski,Metalik,Polska,22 marzec 2016,RJS-UX20,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,,,,,,,,,,,,
BMW Seria 3 320d Luxury Line,67 500,Prywatne,Tak,Tak,BMW,Seria 3,320d Luxury Line,F30/F31 (2012-2020),2016,163 500 km,1 995 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,,,Kombi,,5,5,Granatowy,,,24 luty 2016,Ptu8894h,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,139 000,Prywatne,Tak,,BMW,Seria 3,,G20/G21 (2019-),2020,68 000 km,1 998 cm3,Benzyna,183 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Biały,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 320d Advantage,130 000,Prywatne,Tak,Tak,BMW,Seria 3,320d Advantage,G20/G21 (2019-),2020,52 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,4x4 (stały),,,Kombi,,5,5,Biały,,Polska,09 lipiec 2020,ZST98872,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,Tak,,24 Lutego 2024,100 000 km,,,,,,,,,,,,
BMW Seria 3 320i Touring xDrive Edition Luxury Line Purity,33 900,Prywatne,Tak,,BMW,Seria 3,320i Touring xDrive Edition Luxury Line Purity,E90/E91/E92/E93 (2005-2012),2011,227 139 km,1 998 cm3,Benzyna,184 KM,Automatyczna,,,"7,90 l/100km",Kombi,,5,5,Czarny,Perłowy,Niemcy,,,,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 318i,19 900,Prywatne,Tak,Tak,BMW,Seria 3,318i,E90/E91/E92/E93 (2005-2012),2007,325 000 km,1 995 cm3,Benzyna,129 KM,Manualna,,,10 l/100km,Sedan,,4,,Szary,,,07 maj 2007,PO786GX,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 318i,134 900,Prywatne,Tak,Tak,BMW,Seria 3,318i,G20/G21 (2019-),2020,55 900 km,1 998 cm3,Benzyna,156 KM,Automatyczna,Na tylne koła,,,Sedan,,5,5,Biały,,Polska,19 luty 2021,WPI9228J,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3 320d xDrive M Sport Shadow,165 000,Prywatne,Tak,,BMW,Seria 3,320d xDrive M Sport Shadow,G20/G21 (2019-),2020,42 000 km,1 995 cm3,Diesel,190 KM,Automatyczna,,,5 l/100km,Sedan,,5,5,Biały,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,73 000,Firma,Tak,,BMW,Seria 3,,F30/F31 (2012-2020),2015,125 553 km,1 499 cm3,Benzyna,136 KM,Automatyczna,Na tylne koła,,,Sedan,,4,5,Biały,,Polska,30 październik 2015,,Tak,,Używane,Wyświetl VIN,Tak,Tak,Tak,,,,,Tak,Tak,,,,435 PLN,,,,,,
BMW Seria 3,23 800,Prywatne,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2007,172 909 km,1 995 cm3,Diesel,177 KM,Automatyczna,Na tylne koła,,,Sedan,,5,5,Inny kolor,Metalik,Niemcy,27 sierpień 2007,VER-BP195,,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,,,,,,,,,,,,
BMW Seria 3,45 900,Prywatne,Tak,,BMW,Seria 3,,F30/F31 (2012-2020),2014,283 000 km,1 995 cm3,Diesel,143 KM,Automatyczna,Na tylne koła,,,Sedan,,5,5,Biały,,Polska,10 lipiec 2014,,Tak,,Używane,Wyświetl VIN,,,,,,,283 000 km,,,,,,,,,,,,
BMW Seria 3 335i Coupe M Sport Edition,89 900,Prywatne,Tak,,BMW,Seria 3,335i Coupe M Sport Edition,E90/E91/E92/E93 (2005-2012),2010,95 000 km,2 979 cm3,Benzyna,306 KM,Automatyczna,,,"11,80 l/100km",Coupe,,2,,Biały,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,29 900,Prywatne,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2006,191 000 km,1 995 cm3,Benzyna,143 KM,Manualna,,,,Sedan,,4,,Czarny,,,,,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 318i,69 700,Prywatne,Tak,Tak,BMW,Seria 3,318i,F30/F31 (2012-2020),2017,98 384 km,1 499 cm3,Benzyna,136 KM,Manualna,Na tylne koła,4.0 l/100km,6 l/100km,Sedan,126 g/km,5,5,Czarny,Metalik,Polska,20 listopad 2017,WI 670GN,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 330i Coupe,67 800,Prywatne,Tak,Tak,BMW,Seria 3,330i Coupe,E90/E91/E92/E93 (2005-2012),2009,138 000 km,2 996 cm3,Benzyna,272 KM,Automatyczna,Na tylne koła,5.9 l/100km,"10,20 l/100km",Coupe,175 g/km,2,4,Czarny,,,24 październik 2011,WL7276T,,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,25 900,Prywatne,Tak,Tak,BMW,Seria 3,,E90/E91/E92/E93 (2005-2012),2007,350 000 km,1 995 cm3,Diesel,177 KM,Automatyczna,Na tylne koła,,,Coupe,,2,5,Szary,Metalik,,,,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3,42 900,Prywatne,Tak,Tak,BMW,Seria 3,,F30/F31 (2012-2020),2013,203 124 km,1 995 cm3,Diesel,143 KM,Manualna,Na tylne koła,,,Kombi,,5,5,Czarny,Metalik,Niemcy,,,Tak,,Używane,Wyświetl VIN,Tak,Tak,,Tak,,,,,,,,,,,,,,,
BMW Seria 3 320i,18 900,Prywatne,Tak,Tak,BMW,Seria 3,320i,E90/E91/E92/E93 (2005-2012),2005,275 000 km,1 995 cm3,Benzyna+LPG,150 KM,Manualna,Na tylne koła,,10 l/100km,Sedan,,4,5,Czarny,Metalik,Niemcy,27 czerwiec 2005,KOL24825,Tak,Tak,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 316i,39 900,Prywatne,Tak,Tak,BMW,Seria 3,316i,E30 (1982-1994),1990,227 843 km,1 596 cm3,Benzyna,102 KM,Manualna,Na tylne koła,6.0 l/100km,,Coupe,,2,5,Bordowy,Metalik,Niemcy,21 styczeń 1991,FZ8752T,Tak,,Używane,Wyświetl VIN,Tak,,,,,,,,,,,,,,,,,,
BMW Seria 3 330i xDrive M Sport Sport,66 666,Prywatne,Tak,Tak,BMW,Seria 3,330i xDrive M Sport Sport,F30/F31 (2012-2020),2016,224 000 km,1 998 cm3,Benzyna,252 KM,Automatyczna,4x4 (dołączany automatycznie),,"8,30 l/100km",Kombi,,5,5,Biały,Perłowy,Polska,06 czerwiec 2016,WL4951H,,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
BMW Seria 3,64 000,Prywatne,Tak,Tak,BMW,Seria 3,,F30/F31 (2012-2020),2014,154 000 km,1 995 cm3,Diesel,183 KM,Automatyczna,Na tylne koła,,,Kombi,,2,5,Biały,Perłowy,Francja,18 marzec 2014,ONY49993,Tak,,Używane,Wyświetl VIN,,,,,,,,,,,,,,,,,,,
BMW Seria 3 318i,19 900,Prywatne,Tak,Tak,BMW,Seria 3,318i,E90/E91/E92/E93 (2005-2012),2006,250 000 km,1 995 cm3,Benzyna,129 KM,Manualna,Na tylne koła,5.0 l/100km,10 l/100km,Sedan,182 g/km,5,5,Granatowy,,Polska,październik 2006,WJ 9756F,Tak,,Używane,Wyświetl VIN,Tak,Tak,,,,,,,,,,,,,,,,,
